Time to Maturity (Years),Zero Rate,Discount Factor
9.196440793976729,0.04711420218433858,0.64837699399405
9.23750855578371,0.04714106416227022,0.6469631226679216
9.44832306639288,0.04728072426876874,0.6397207297002953
9.69472963723477,0.04744748565713108,0.6312896140616298
9.738535249828884,0.047477502995718734,0.6297947310003333
9.946611909650924,0.04762150327680245,0.6227110875556666
10.198494182067078,0.04779870235534263,0.6141753606906243
10.239561943874058,0.04782786675954964,0.6127879011359524
10.45037645448323,0.047978666978183225,0.6056850595573761
10.694045174537989,0.048155002058433524,0.5975174638559226
10.737850787132102,0.04818690673177287,0.5960541177892289
10.94592744695414,0.048339190721100295,0.5891247756969433
11.197809719370294,0.048524913438022614,0.5807861005441576
11.238877481177276,0.04855531193441358,0.5794318630993299
11.449691991786448,0.048711764682095815,0.5725044893149175
11.693360711841205,0.04889322275481256,0.5645501328494589
11.737166324435318,0.04892588978288434,0.5631263203420569
11.945242984257359,0.049081143374167205,0.5563897820210646
12.19712525667351,0.04926904275911365,0.5482956195187537
12.238193018480493,0.049299651370340605,0.546982401841425
12.449007529089664,0.049456555703951785,0.5402706645653722
12.692676249144421,0.049637254493137245,0.5325760358956454
12.736481861738536,0.049669642471972225,0.5312000958266829
12.944558521560575,0.04982299092573121,0.5246957953502722
13.196440793976729,0.050007334531034925,0.5168932893256049
13.23750855578371,0.05003723699296969,0.5156286965757861
13.44832306639288,0.05018997376787797,0.5091711955615222
13.69472963723477,0.050366707833422196,0.5016972411570871
13.738535249828884,0.05039790634870209,0.5003770259124842
13.946611909650924,0.05054511377704057,0.4941416382534148
14.198494182067078,0.050720972799720335,0.48667368237846464
14.239561943874058,0.05074938639921839,0.4854645403776653
14.45037645448323,0.050894030652893774,0.4792955284376304
14.694045174537989,0.05105855362677616,0.4722453148603167
14.737850787132102,0.05108781298842016,0.47098710424433715
14.94592744695414,0.05122541302048046,0.4650495562724287
15.197809719370294,0.05138879963991046,0.45794911730173876
15.238877481177276,0.05141509568767264,0.45680058323022715
15.449691991786448,0.051548514253516406,0.4509455547910228
15.693360711841205,0.05169935117832977,0.4442638809581273
15.945242984257359,0.05185131038695151,0.4374548654587207
16.197125256673512,0.051999082405260105,0.43074644745744295
16.449007529089666,0.05214251801193491,0.42413958358260984
16.692676249144423,0.05227702017436907,0.41784556642357146
16.944558521560573,0.05241153334563429,0.41144073381856333
17.196440793976727,0.0525413342543557,0.4051394525974471
17.44832306639288,0.052666317441821625,0.3989421255171358
17.694729637234772,0.05278383009235311,0.3929803758034806
17.946611909650922,0.05289901056431588,0.38698938587722853
18.198494182067076,0.053009116850430665,0.3811028073847274
18.45037645448323,0.053114080833344984,0.3753205619112168
18.694045174537987,0.053210672276600535,0.369825978890175
18.94592744695414,0.05330535249389448,0.3642483583373935
19.197809719370294,0.053394736120537405,0.35877422643424434
19.449691991786448,0.0534787860358344,0.3534031108542677
19.693360711841205,0.05355499102968085,0.3483046482140722
19.94524298425736,0.0536284653695191,0.34313450265264434
20.197125256673512,0.0536965350721782,0.33806549005715447
20.449007529089666,0.053759188338890214,0.33309683112910987
20.692676249144423,0.05381463827543847,0.3283848985794422
20.944558521560573,0.0538666220526929,0.32361115657944256
21.196440793976727,0.05391318597369146,0.3189350970229178
21.44832306639288,0.053954338561530486,0.3143557148883679
21.694729637234772,0.053989372780092915,0.30996842369230926
21.946611909650922,0.05401986244759152,0.3055771618801216
22.198494182067076,0.05404499131179,0.30127933383108607
22.45037645448323,0.054064783950600444,0.2970737802674428
22.694045174537987,0.05407887946831691,0.29309205640092106
22.94592744695414,0.05408825845894027,0.2890645514677834
23.197809719370294,0.054092393529517835,0.2851257259333179
23.449691991786448,0.05409132162032153,0.2812743275003509
23.693360711841205,0.054085366818114,0.27763052243642206
23.94524298425736,0.05407416848938321,0.2739474159371058
24.197125256673512,0.05405788748068261,0.27034794228554493
24.449007529089666,0.05403657005201944,0.2668308056772924
24.692676249144423,0.054011200355133744,0.2635054879199301
24.944558521560573,0.053980116672594884,0.2601465431252131
25.196440793976727,0.05394414464368799,0.2568660729872974
25.44832306639288,0.0539033373348923,0.25366277720860764
25.694729637234772,0.05385879068166181,0.2506025489573954
25.946611909650922,0.05380857950799715,0.24754811052517364
26.198494182067076,0.05375369876727392,0.24456700356024225
26.45037645448323,0.0536942062868311,0.2416579530691109
26.694045174537987,0.053632320451434436,0.23891114248524054
26.94592744695414,0.05356392712809934,0.23614017364218173
27.197809719370294,0.053491098691403643,0.2334375419641637
27.449691991786448,0.053413896047458546,0.23080201945440204
27.693360711841205,0.05333510615016235,0.2283151578482808
27.94524298425736,0.05324947757440153,0.22580813745141995
28.197125256673512,0.05315965847358867,0.2233646706910106
28.449007529089666,0.05306571149284978,0.22098359172773493
28.692676249144423,0.0529709590428824,0.21873844490651526
28.944558521560573,0.05286907471401877,0.21647677177018027
29.196440793976727,0.052763249687330774,0.21427413146016666
29.44832306639288,0.052653547279476055,0.21212943018146024
29.694729637234772,0.05254253869591616,0.2100863838816658
29.946611909650922,0.05242535240366514,0.2080531542478951
